chr12	117664	118111
chr12	118183	118502
chr12	118600	118840
chr12	120511	120751
chr12	136392	136632
chr12	136917	137157
chr12	141302	141542
chr12	142863	143103
chr12	144850	144970
chr12	145116	145356
chr12	148425	148545
chr12	150503	150623
chr12	150650	150770
chr12	170446	170686
chr12	171869	172109
chr12	172693	172813
chr12	174642	174762
chr12	175499	175739
chr12	176192	176312
chr12	176745	176949
chr12	177318	177438
chr12	178170	178410
chr12	180023	180263
chr12	181172	181292
chr12	182116	182356
chr12	183937	184177
chr12	189186	189426
chr12	200315	200555
chr12	200767	201007
chr12	201948	202068
chr12	202549	202669
chr12	203367	203607
chr12	203823	203943
chr12	205758	205998
chr12	206983	207103
chr12	214463	214697
chr12	216530	216770
chr12	217334	217454
chr12	221990	222220
chr12	223052	223292
chr12	239258	239498
chr12	264865	265105
chr12	272150	272630
chr12	274989	275229
chr12	276427	276667
chr12	286324	286564
chr12	286856	287456
chr12	289190	289430
chr12	290281	290521
chr12	292431	292671
chr12	297530	297890
chr12	300418	300538
chr12	301824	302038
chr12	302450	302636
chr12	302997	303237
chr12	308238	308478
chr12	311185	311391
chr12	312887	313114
chr12	313638	313878
chr12	330006	330246
chr12	331571	331811
chr12	333461	333663
chr12	334570	334690
chr12	335851	335971
chr12	342372	342576
chr12	345325	345565
chr12	363398	363638
chr12	365302	365422
chr12	368315	368555
chr12	388769	388889
chr12	391169	391409
chr12	397871	398107
chr12	408183	408303
chr12	410066	410186
chr12	411276	411396
chr12	412554	412794
chr12	417751	417991
chr12	419986	420466
chr12	421153	421393
chr12	439834	439996
chr12	514584	514704
chr12	515623	515743
chr12	523753	523873
chr12	524293	524413
chr12	524785	524905
chr12	526062	526182
chr12	527429	527549
chr12	527630	527750
chr12	529147	529387
chr12	530343	530463
chr12	531479	531599
chr12	531864	531984
chr12	532588	533157
chr12	533200	533426
chr12	535953	536313
chr12	536991	537231
chr12	537418	537538
chr12	537891	538131
chr12	538664	538904
chr12	540763	540883
chr12	544624	544864
chr12	545370	545610
chr12	642719	642959
chr12	732951	733791
chr12	793034	793274
chr12	806458	806698
chr12	809388	809628
chr12	836571	836691
chr12	838661	838901
chr12	840424	840784
chr12	841483	841723
chr12	850673	850793
chr12	857593	857833
chr12	858988	859468
chr12	860106	860466
chr12	861107	861227
chr12	861298	861538
chr12	862307	862547
chr12	862788	863028
chr12	863169	863289
chr12	863488	863728
chr12	864073	865513
chr12	866629	866749
chr12	868548	868668
chr12	869849	869969
